"","Quarter","Region","State","Purpose","Trips"
"13593",2014-01-01,"MacDonnell","Northern Territory","Other",0
"13594",2014-04-01,"MacDonnell","Northern Territory","Other",0
"13595",2014-07-01,"MacDonnell","Northern Territory","Other",0
"13596",2014-10-01,"MacDonnell","Northern Territory","Other",0
"13597",2015-01-01,"MacDonnell","Northern Territory","Other",0
"13598",2015-04-01,"MacDonnell","Northern Territory","Other",0
"13599",2015-07-01,"MacDonnell","Northern Territory","Other",4.4209436
"13600",2015-10-01,"MacDonnell","Northern Territory","Other",0
"13601",2016-01-01,"MacDonnell","Northern Territory","Other",0
"13602",2016-04-01,"MacDonnell","Northern Territory","Other",0
"13603",2016-07-01,"MacDonnell","Northern Territory","Other",0.2696877
"13604",2016-10-01,"MacDonnell","Northern Territory","Other",0
"13605",1998-01-01,"MacDonnell","Northern Territory","Visiting",0
"13606",1998-04-01,"MacDonnell","Northern Territory","Visiting",1.3697506
"13607",1998-07-01,"MacDonnell","Northern Territory","Visiting",0.7187126
"13608",1998-10-01,"MacDonnell","Northern Territory","Visiting",4.9772689
"13609",1999-01-01,"MacDonnell","Northern Territory","Visiting",1.0493613
"13610",1999-04-01,"MacDonnell","Northern Territory","Visiting",0
"13611",1999-07-01,"MacDonnell","Northern Territory","Visiting",3.8672257
"13612",1999-10-01,"MacDonnell","Northern Territory","Visiting",0.7332403
"13613",2000-01-01,"MacDonnell","Northern Territory","Visiting",0
"13614",2000-04-01,"MacDonnell","Northern Territory","Visiting",0
"13615",2000-07-01,"MacDonnell","Northern Territory","Visiting",0
"13616",2000-10-01,"MacDonnell","Northern Territory","Visiting",1.033948
"13617",2001-01-01,"MacDonnell","Northern Territory","Visiting",0.8042381
"13618",2001-04-01,"MacDonnell","Northern Territory","Visiting",0
"13619",2001-07-01,"MacDonnell","Northern Territory","Visiting",6.0944743
"13620",2001-10-01,"MacDonnell","Northern Territory","Visiting",0.926619
"13621",2002-01-01,"MacDonnell","Northern Territory","Visiting",0
"13622",2002-04-01,"MacDonnell","Northern Territory","Visiting",0.4733443
"13623",2002-07-01,"MacDonnell","Northern Territory","Visiting",1.6136429
"13624",2002-10-01,"MacDonnell","Northern Territory","Visiting",0
"13625",2003-01-01,"MacDonnell","Northern Territory","Visiting",0.8015968
"13626",2003-04-01,"MacDonnell","Northern Territory","Visiting",5.0200546
"13627",2003-07-01,"MacDonnell","Northern Territory","Visiting",1.9710847
"13628",2003-10-01,"MacDonnell","Northern Territory","Visiting",1.2600548
"13629",2004-01-01,"MacDonnell","Northern Territory","Visiting",0
"13630",2004-04-01,"MacDonnell","Northern Territory","Visiting",0.5495328
"13631",2004-07-01,"MacDonnell","Northern Territory","Visiting",0
"13632",2004-10-01,"MacDonnell","Northern Territory","Visiting",1.7325727
"13633",2005-01-01,"MacDonnell","Northern Territory","Visiting",0
"13634",2005-04-01,"MacDonnell","Northern Territory","Visiting",0
"13635",2005-07-01,"MacDonnell","Northern Territory","Visiting",2.5141439
"13636",2005-10-01,"MacDonnell","Northern Territory","Visiting",0.2941764
"13637",2006-01-01,"MacDonnell","Northern Territory","Visiting",2.431326
"13638",2006-04-01,"MacDonnell","Northern Territory","Visiting",4.332395
"13639",2006-07-01,"MacDonnell","Northern Territory","Visiting",0
"13640",2006-10-01,"MacDonnell","Northern Territory","Visiting",0
"13641",2007-01-01,"MacDonnell","Northern Territory","Visiting",0
"13642",2007-04-01,"MacDonnell","Northern Territory","Visiting",2.2124235
"13643",2007-07-01,"MacDonnell","Northern Territory","Visiting",5.3932599
"13644",2007-10-01,"MacDonnell","Northern Territory","Visiting",0.6895635
"13645",2008-01-01,"MacDonnell","Northern Territory","Visiting",0
"13646",2008-04-01,"MacDonnell","Northern Territory","Visiting",0.9224644
"13647",2008-07-01,"MacDonnell","Northern Territory","Visiting",0.4004937
"13648",2008-10-01,"MacDonnell","Northern Territory","Visiting",0
"13649",2009-01-01,"MacDonnell","Northern Territory","Visiting",0.2638472
"13650",2009-04-01,"MacDonnell","Northern Territory","Visiting",1.2422435
"13651",2009-07-01,"MacDonnell","Northern Territory","Visiting",0
"13652",2009-10-01,"MacDonnell","Northern Territory","Visiting",0
"13653",2010-01-01,"MacDonnell","Northern Territory","Visiting",2.974981
"13654",2010-04-01,"MacDonnell","Northern Territory","Visiting",0.9333264
"13655",2010-07-01,"MacDonnell","Northern Territory","Visiting",0
"13656",2010-10-01,"MacDonnell","Northern Territory","Visiting",0
"13657",2011-01-01,"MacDonnell","Northern Territory","Visiting",2.3618714
"13658",2011-04-01,"MacDonnell","Northern Territory","Visiting",0.743598
"13659",2011-07-01,"MacDonnell","Northern Territory","Visiting",0
"13660",2011-10-01,"MacDonnell","Northern Territory","Visiting",0
"13661",2012-01-01,"MacDonnell","Northern Territory","Visiting",2.2854438
"13662",2012-04-01,"MacDonnell","Northern Territory","Visiting",2.3235417
"13663",2012-07-01,"MacDonnell","Northern Territory","Visiting",0
"13664",2012-10-01,"MacDonnell","Northern Territory","Visiting",0
"13665",2013-01-01,"MacDonnell","Northern Territory","Visiting",0
"13666",2013-04-01,"MacDonnell","Northern Territory","Visiting",0
"13667",2013-07-01,"MacDonnell","Northern Territory","Visiting",0
"13668",2013-10-01,"MacDonnell","Northern Territory","Visiting",1.0702363
"13669",2014-01-01,"MacDonnell","Northern Territory","Visiting",3.1480324
"13670",2014-04-01,"MacDonnell","Northern Territory","Visiting",2.1102819
"13671",2014-07-01,"MacDonnell","Northern Territory","Visiting",0
"13672",2014-10-01,"MacDonnell","Northern Territory","Visiting",0
"13673",2015-01-01,"MacDonnell","Northern Territory","Visiting",1.5106998
"13674",2015-04-01,"MacDonnell","Northern Territory","Visiting",0.4593996
"13675",2015-07-01,"MacDonnell","Northern Territory","Visiting",2.9718977
"13676",2015-10-01,"MacDonnell","Northern Territory","Visiting",1.6883751
"13677",2016-01-01,"MacDonnell","Northern Territory","Visiting",0
"13678",2016-04-01,"MacDonnell","Northern Territory","Visiting",0
"13679",2016-07-01,"MacDonnell","Northern Territory","Visiting",3.9666294
"13680",2016-10-01,"MacDonnell","Northern Territory","Visiting",0
"13681",1998-01-01,"Macedon","Victoria","Business",0
"13682",1998-04-01,"Macedon","Victoria","Business",23.557083
"13683",1998-07-01,"Macedon","Victoria","Business",0
"13684",1998-10-01,"Macedon","Victoria","Business",5.0875462
"13685",1999-01-01,"Macedon","Victoria","Business",3.8407565
"13686",1999-04-01,"Macedon","Victoria","Business",2.8112045
"13687",1999-07-01,"Macedon","Victoria","Business",3.3711909
"13688",1999-10-01,"Macedon","Victoria","Business",8.2114629
"13689",2000-01-01,"Macedon","Victoria","Business",3.4973191
"13690",2000-04-01,"Macedon","Victoria","Business",0
"13691",2000-07-01,"Macedon","Victoria","Business",5.3478771
"13692",2000-10-01,"Macedon","Victoria","Business",2.1173669
"13693",2001-01-01,"Macedon","Victoria","Business",10.541855
"13694",2001-04-01,"Macedon","Victoria","Business",4.4680094
"13695",2001-07-01,"Macedon","Victoria","Business",11.997032
"13696",2001-10-01,"Macedon","Victoria","Business",12.869999
"13697",2002-01-01,"Macedon","Victoria","Business",6.5790158
"13698",2002-04-01,"Macedon","Victoria","Business",0
"13699",2002-07-01,"Macedon","Victoria","Business",0
"13700",2002-10-01,"Macedon","Victoria","Business",0
"13701",2003-01-01,"Macedon","Victoria","Business",4.5299326
"13702",2003-04-01,"Macedon","Victoria","Business",5.2486484
"13703",2003-07-01,"Macedon","Victoria","Business",0
"13704",2003-10-01,"Macedon","Victoria","Business",0.9368422
"13705",2004-01-01,"Macedon","Victoria","Business",4.9722062
"13706",2004-04-01,"Macedon","Victoria","Business",0
"13707",2004-07-01,"Macedon","Victoria","Business",7.6447093
"13708",2004-10-01,"Macedon","Victoria","Business",3.2897579
"13709",2005-01-01,"Macedon","Victoria","Business",4.8546685
"13710",2005-04-01,"Macedon","Victoria","Business",13.4160003
"13711",2005-07-01,"Macedon","Victoria","Business",5.4929931
"13712",2005-10-01,"Macedon","Victoria","Business",15.6387737
"13713",2006-01-01,"Macedon","Victoria","Business",1.352097
"13714",2006-04-01,"Macedon","Victoria","Business",6.559135
"13715",2006-07-01,"Macedon","Victoria","Business",1.652656
"13716",2006-10-01,"Macedon","Victoria","Business",0
"13717",2007-01-01,"Macedon","Victoria","Business",0
"13718",2007-04-01,"Macedon","Victoria","Business",14.2727258
"13719",2007-07-01,"Macedon","Victoria","Business",4.6499762
"13720",2007-10-01,"Macedon","Victoria","Business",10.2861783
"13721",2008-01-01,"Macedon","Victoria","Business",7.1192509
"13722",2008-04-01,"Macedon","Victoria","Business",3.9290253
"13723",2008-07-01,"Macedon","Victoria","Business",13.2885543
"13724",2008-10-01,"Macedon","Victoria","Business",2.4555039
"13725",2009-01-01,"Macedon","Victoria","Business",5.8278763
"13726",2009-04-01,"Macedon","Victoria","Business",3.1535539
"13727",2009-07-01,"Macedon","Victoria","Business",0
"13728",2009-10-01,"Macedon","Victoria","Business",0.2813011
"13729",2010-01-01,"Macedon","Victoria","Business",0
"13730",2010-04-01,"Macedon","Victoria","Business",0
"13731",2010-07-01,"Macedon","Victoria","Business",0
"13732",2010-10-01,"Macedon","Victoria","Business",19.8454112
"13733",2011-01-01,"Macedon","Victoria","Business",6.1695779
"13734",2011-04-01,"Macedon","Victoria","Business",4.4616958
"13735",2011-07-01,"Macedon","Victoria","Business",11.1042871
"13736",2011-10-01,"Macedon","Victoria","Business",4.3848328
"13737",2012-01-01,"Macedon","Victoria","Business",2.8507201
"13738",2012-04-01,"Macedon","Victoria","Business",13.5223161
"13739",2012-07-01,"Macedon","Victoria","Business",5.4785594
"13740",2012-10-01,"Macedon","Victoria","Business",4.543367
"13741",2013-01-01,"Macedon","Victoria","Business",1.234833
"13742",2013-04-01,"Macedon","Victoria","Business",13.3247904
"13743",2013-07-01,"Macedon","Victoria","Business",0
"13744",2013-10-01,"Macedon","Victoria","Business",10.6728863
"13745",2014-01-01,"Macedon","Victoria","Business",0
"13746",2014-04-01,"Macedon","Victoria","Business",0
"13747",2014-07-01,"Macedon","Victoria","Business",0
"13748",2014-10-01,"Macedon","Victoria","Business",8.3099492
"13749",2015-01-01,"Macedon","Victoria","Business",2.6184295
"13750",2015-04-01,"Macedon","Victoria","Business",12.072411
"13751",2015-07-01,"Macedon","Victoria","Business",8.8034725
"13752",2015-10-01,"Macedon","Victoria","Business",14.2887459
"13753",2016-01-01,"Macedon","Victoria","Business",2.3394812
"13754",2016-04-01,"Macedon","Victoria","Business",4.0039701
"13755",2016-07-01,"Macedon","Victoria","Business",22.9972355
"13756",2016-10-01,"Macedon","Victoria","Business",10.1783279
"13757",1998-01-01,"Macedon","Victoria","Holiday",10.4634017
"13758",1998-04-01,"Macedon","Victoria","Holiday",15.7564148
"13759",1998-07-01,"Macedon","Victoria","Holiday",0
"13760",1998-10-01,"Macedon","Victoria","Holiday",16.3162039
"13761",1999-01-01,"Macedon","Victoria","Holiday",13.6702857
"13762",1999-04-01,"Macedon","Victoria","Holiday",12.1890053
"13763",1999-07-01,"Macedon","Victoria","Holiday",11.5836336
"13764",1999-10-01,"Macedon","Victoria","Holiday",13.1058223
"13765",2000-01-01,"Macedon","Victoria","Holiday",5.832012
"13766",2000-04-01,"Macedon","Victoria","Holiday",6.3010475
"13767",2000-07-01,"Macedon","Victoria","Holiday",24.5054568
"13768",2000-10-01,"Macedon","Victoria","Holiday",8.2992511
"13769",2001-01-01,"Macedon","Victoria","Holiday",26.1406111
"13770",2001-04-01,"Macedon","Victoria","Holiday",21.3298925
"13771",2001-07-01,"Macedon","Victoria","Holiday",7.3583101
"13772",2001-10-01,"Macedon","Victoria","Holiday",17.2461905
"13773",2002-01-01,"Macedon","Victoria","Holiday",24.0337736
"13774",2002-04-01,"Macedon","Victoria","Holiday",15.0351753
"13775",2002-07-01,"Macedon","Victoria","Holiday",6.7472018
"13776",2002-10-01,"Macedon","Victoria","Holiday",14.4232599
"13777",2003-01-01,"Macedon","Victoria","Holiday",13.4026139
"13778",2003-04-01,"Macedon","Victoria","Holiday",24.8309156
"13779",2003-07-01,"Macedon","Victoria","Holiday",7.2828602
"13780",2003-10-01,"Macedon","Victoria","Holiday",26.3455809
"13781",2004-01-01,"Macedon","Victoria","Holiday",27.1191388
"13782",2004-04-01,"Macedon","Victoria","Holiday",12.4497371
"13783",2004-07-01,"Macedon","Victoria","Holiday",11.7706314
"13784",2004-10-01,"Macedon","Victoria","Holiday",7.7559521
"13785",2005-01-01,"Macedon","Victoria","Holiday",24.9247012
"13786",2005-04-01,"Macedon","Victoria","Holiday",15.1186164
"13787",2005-07-01,"Macedon","Victoria","Holiday",15.2379627
"13788",2005-10-01,"Macedon","Victoria","Holiday",12.556608
"13789",2006-01-01,"Macedon","Victoria","Holiday",15.26566
"13790",2006-04-01,"Macedon","Victoria","Holiday",19.723067
"13791",2006-07-01,"Macedon","Victoria","Holiday",3.786442
"13792",2006-10-01,"Macedon","Victoria","Holiday",4.191178
"13793",2007-01-01,"Macedon","Victoria","Holiday",7.2142886
"13794",2007-04-01,"Macedon","Victoria","Holiday",15.303868
"13795",2007-07-01,"Macedon","Victoria","Holiday",14.0057638
"13796",2007-10-01,"Macedon","Victoria","Holiday",9.0127098
"13797",2008-01-01,"Macedon","Victoria","Holiday",17.6092765
"13798",2008-04-01,"Macedon","Victoria","Holiday",15.4454524
"13799",2008-07-01,"Macedon","Victoria","Holiday",13.0760775
"13800",2008-10-01,"Macedon","Victoria","Holiday",19.7258019
"13801",2009-01-01,"Macedon","Victoria","Holiday",17.9065957
"13802",2009-04-01,"Macedon","Victoria","Holiday",4.6496855
"13803",2009-07-01,"Macedon","Victoria","Holiday",11.8175921
"13804",2009-10-01,"Macedon","Victoria","Holiday",9.9492417
"13805",2010-01-01,"Macedon","Victoria","Holiday",8.8886123
"13806",2010-04-01,"Macedon","Victoria","Holiday",15.4193498
"13807",2010-07-01,"Macedon","Victoria","Holiday",21.9653006
"13808",2010-10-01,"Macedon","Victoria","Holiday",4.8283208
"13809",2011-01-01,"Macedon","Victoria","Holiday",29.6679911
"13810",2011-04-01,"Macedon","Victoria","Holiday",12.6680458
"13811",2011-07-01,"Macedon","Victoria","Holiday",2.7110352
"13812",2011-10-01,"Macedon","Victoria","Holiday",16.0447438
"13813",2012-01-01,"Macedon","Victoria","Holiday",27.987056
"13814",2012-04-01,"Macedon","Victoria","Holiday",20.5977933
"13815",2012-07-01,"Macedon","Victoria","Holiday",9.6789063
"13816",2012-10-01,"Macedon","Victoria","Holiday",27.4703513
"13817",2013-01-01,"Macedon","Victoria","Holiday",4.2059174
"13818",2013-04-01,"Macedon","Victoria","Holiday",17.230655
"13819",2013-07-01,"Macedon","Victoria","Holiday",8.0301639
"13820",2013-10-01,"Macedon","Victoria","Holiday",16.577218
"13821",2014-01-01,"Macedon","Victoria","Holiday",8.1565334
"13822",2014-04-01,"Macedon","Victoria","Holiday",16.8123901
"13823",2014-07-01,"Macedon","Victoria","Holiday",12.2095256
"13824",2014-10-01,"Macedon","Victoria","Holiday",11.0466718
"13825",2015-01-01,"Macedon","Victoria","Holiday",27.9784035
"13826",2015-04-01,"Macedon","Victoria","Holiday",15.885938
"13827",2015-07-01,"Macedon","Victoria","Holiday",8.7216334
"13828",2015-10-01,"Macedon","Victoria","Holiday",24.0129922
"13829",2016-01-01,"Macedon","Victoria","Holiday",12.5120497
"13830",2016-04-01,"Macedon","Victoria","Holiday",37.7905639
"13831",2016-07-01,"Macedon","Victoria","Holiday",30.3136062
"13832",2016-10-01,"Macedon","Victoria","Holiday",22.3094032
"13833",1998-01-01,"Macedon","Victoria","Other",2.3867736
"13834",1998-04-01,"Macedon","Victoria","Other",0
"13835",1998-07-01,"Macedon","Victoria","Other",0
"13836",1998-10-01,"Macedon","Victoria","Other",0
"13837",1999-01-01,"Macedon","Victoria","Other",0
"13838",1999-04-01,"Macedon","Victoria","Other",6.8492698
"13839",1999-07-01,"Macedon","Victoria","Other",0
"13840",1999-10-01,"Macedon","Victoria","Other",0
"13841",2000-01-01,"Macedon","Victoria","Other",3.2886934
"13842",2000-04-01,"Macedon","Victoria","Other",0
"13843",2000-07-01,"Macedon","Victoria","Other",0
"13844",2000-10-01,"Macedon","Victoria","Other",0
"13845",2001-01-01,"Macedon","Victoria","Other",0
"13846",2001-04-01,"Macedon","Victoria","Other",0
"13847",2001-07-01,"Macedon","Victoria","Other",0
"13848",2001-10-01,"Macedon","Victoria","Other",0
"13849",2002-01-01,"Macedon","Victoria","Other",15.7404811
"13850",2002-04-01,"Macedon","Victoria","Other",0
"13851",2002-07-01,"Macedon","Victoria","Other",0
"13852",2002-10-01,"Macedon","Victoria","Other",0
"13853",2003-01-01,"Macedon","Victoria","Other",3.0686965
"13854",2003-04-01,"Macedon","Victoria","Other",0
"13855",2003-07-01,"Macedon","Victoria","Other",0
"13856",2003-10-01,"Macedon","Victoria","Other",0
"13857",2004-01-01,"Macedon","Victoria","Other",3.7748035
"13858",2004-04-01,"Macedon","Victoria","Other",2.3017742
"13859",2004-07-01,"Macedon","Victoria","Other",4.2860316
"13860",2004-10-01,"Macedon","Victoria","Other",8.0140546
"13861",2005-01-01,"Macedon","Victoria","Other",0
"13862",2005-04-01,"Macedon","Victoria","Other",0
"13863",2005-07-01,"Macedon","Victoria","Other",0
"13864",2005-10-01,"Macedon","Victoria","Other",2.9204576
"13865",2006-01-01,"Macedon","Victoria","Other",0.616379
"13866",2006-04-01,"Macedon","Victoria","Other",0.795094
"13867",2006-07-01,"Macedon","Victoria","Other",0
"13868",2006-10-01,"Macedon","Victoria","Other",0.94855
"13869",2007-01-01,"Macedon","Victoria","Other",0
"13870",2007-04-01,"Macedon","Victoria","Other",0
"13871",2007-07-01,"Macedon","Victoria","Other",3.1112593
"13872",2007-10-01,"Macedon","Victoria","Other",5.1548624
"13873",2008-01-01,"Macedon","Victoria","Other",0
"13874",2008-04-01,"Macedon","Victoria","Other",0
"13875",2008-07-01,"Macedon","Victoria","Other",0
"13876",2008-10-01,"Macedon","Victoria","Other",4.2941917
"13877",2009-01-01,"Macedon","Victoria","Other",6.8566108
"13878",2009-04-01,"Macedon","Victoria","Other",0
"13879",2009-07-01,"Macedon","Victoria","Other",0
"13880",2009-10-01,"Macedon","Victoria","Other",0
"13881",2010-01-01,"Macedon","Victoria","Other",0
"13882",2010-04-01,"Macedon","Victoria","Other",6.2150514
"13883",2010-07-01,"Macedon","Victoria","Other",3.6568349
"13884",2010-10-01,"Macedon","Victoria","Other",4.3970961
"13885",2011-01-01,"Macedon","Victoria","Other",0
"13886",2011-04-01,"Macedon","Victoria","Other",3.6159422
"13887",2011-07-01,"Macedon","Victoria","Other",0
"13888",2011-10-01,"Macedon","Victoria","Other",2.8299994
"13889",2012-01-01,"Macedon","Victoria","Other",0
"13890",2012-04-01,"Macedon","Victoria","Other",0
"13891",2012-07-01,"Macedon","Victoria","Other",0
"13892",2012-10-01,"Macedon","Victoria","Other",0
"13893",2013-01-01,"Macedon","Victoria","Other",0
"13894",2013-04-01,"Macedon","Victoria","Other",0
"13895",2013-07-01,"Macedon","Victoria","Other",0.7448613
"13896",2013-10-01,"Macedon","Victoria","Other",0
"13897",2014-01-01,"Macedon","Victoria","Other",1.0527425
"13898",2014-04-01,"Macedon","Victoria","Other",5.3018633
"13899",2014-07-01,"Macedon","Victoria","Other",0
"13900",2014-10-01,"Macedon","Victoria","Other",2.7146675
"13901",2015-01-01,"Macedon","Victoria","Other",5.914044
"13902",2015-04-01,"Macedon","Victoria","Other",0
"13903",2015-07-01,"Macedon","Victoria","Other",0.9359744
"13904",2015-10-01,"Macedon","Victoria","Other",0
"13905",2016-01-01,"Macedon","Victoria","Other",4.2690573
"13906",2016-04-01,"Macedon","Victoria","Other",0
"13907",2016-07-01,"Macedon","Victoria","Other",2.8247354
"13908",2016-10-01,"Macedon","Victoria","Other",0
"13909",1998-01-01,"Macedon","Victoria","Visiting",11.9407155
"13910",1998-04-01,"Macedon","Victoria","Visiting",15.2581896
"13911",1998-07-01,"Macedon","Victoria","Visiting",21.6067482
"13912",1998-10-01,"Macedon","Victoria","Visiting",26.2035929
"13913",1999-01-01,"Macedon","Victoria","Visiting",34.6222642
"13914",1999-04-01,"Macedon","Victoria","Visiting",18.4876506
"13915",1999-07-01,"Macedon","Victoria","Visiting",59.7870625
"13916",1999-10-01,"Macedon","Victoria","Visiting",18.8857725
"13917",2000-01-01,"Macedon","Victoria","Visiting",29.4167168
"13918",2000-04-01,"Macedon","Victoria","Visiting",15.6794577
"13919",2000-07-01,"Macedon","Victoria","Visiting",36.7473816
"13920",2000-10-01,"Macedon","Victoria","Visiting",24.367578
"13921",2001-01-01,"Macedon","Victoria","Visiting",24.4938504
"13922",2001-04-01,"Macedon","Victoria","Visiting",23.3293372
"13923",2001-07-01,"Macedon","Victoria","Visiting",24.5845976
"13924",2001-10-01,"Macedon","Victoria","Visiting",22.2199073
"13925",2002-01-01,"Macedon","Victoria","Visiting",35.3897487
"13926",2002-04-01,"Macedon","Victoria","Visiting",12.3598341
"13927",2002-07-01,"Macedon","Victoria","Visiting",42.4602173
"13928",2002-10-01,"Macedon","Victoria","Visiting",38.6694478
"13929",2003-01-01,"Macedon","Victoria","Visiting",40.8061034
"13930",2003-04-01,"Macedon","Victoria","Visiting",23.4641886
"13931",2003-07-01,"Macedon","Victoria","Visiting",30.1648275
"13932",2003-10-01,"Macedon","Victoria","Visiting",14.5891376
"13933",2004-01-01,"Macedon","Victoria","Visiting",54.4404587
"13934",2004-04-01,"Macedon","Victoria","Visiting",10.2998103
"13935",2004-07-01,"Macedon","Victoria","Visiting",16.5544695
"13936",2004-10-01,"Macedon","Victoria","Visiting",23.8863875
"13937",2005-01-01,"Macedon","Victoria","Visiting",31.2092955
"13938",2005-04-01,"Macedon","Victoria","Visiting",13.0878137
"13939",2005-07-01,"Macedon","Victoria","Visiting",6.2938486
"13940",2005-10-01,"Macedon","Victoria","Visiting",17.6523474
"13941",2006-01-01,"Macedon","Victoria","Visiting",24.353467
"13942",2006-04-01,"Macedon","Victoria","Visiting",24.833059
"13943",2006-07-01,"Macedon","Victoria","Visiting",22.234594
"13944",2006-10-01,"Macedon","Victoria","Visiting",36.802678
"13945",2007-01-01,"Macedon","Victoria","Visiting",38.41711
"13946",2007-04-01,"Macedon","Victoria","Visiting",35.4015396
"13947",2007-07-01,"Macedon","Victoria","Visiting",9.7461489
"13948",2007-10-01,"Macedon","Victoria","Visiting",19.1807677
"13949",2008-01-01,"Macedon","Victoria","Visiting",34.8752508
"13950",2008-04-01,"Macedon","Victoria","Visiting",26.0145703
"13951",2008-07-01,"Macedon","Victoria","Visiting",31.7809368
"13952",2008-10-01,"Macedon","Victoria","Visiting",22.2425163
"13953",2009-01-01,"Macedon","Victoria","Visiting",20.6962459
"13954",2009-04-01,"Macedon","Victoria","Visiting",19.2893786
"13955",2009-07-01,"Macedon","Victoria","Visiting",20.0002553
"13956",2009-10-01,"Macedon","Victoria","Visiting",20.8541915
"13957",2010-01-01,"Macedon","Victoria","Visiting",11.4219875
"13958",2010-04-01,"Macedon","Victoria","Visiting",1.2522378
"13959",2010-07-01,"Macedon","Victoria","Visiting",18.6212391
"13960",2010-10-01,"Macedon","Victoria","Visiting",43.6933806
"13961",2011-01-01,"Macedon","Victoria","Visiting",14.9227912
"13962",2011-04-01,"Macedon","Victoria","Visiting",24.5091833
"13963",2011-07-01,"Macedon","Victoria","Visiting",10.2125772
"13964",2011-10-01,"Macedon","Victoria","Visiting",39.8206079
"13965",2012-01-01,"Macedon","Victoria","Visiting",34.929703
"13966",2012-04-01,"Macedon","Victoria","Visiting",22.9067291
"13967",2012-07-01,"Macedon","Victoria","Visiting",15.8415304
"13968",2012-10-01,"Macedon","Victoria","Visiting",31.310479
"13969",2013-01-01,"Macedon","Victoria","Visiting",26.2830189
"13970",2013-04-01,"Macedon","Victoria","Visiting",17.3224285
"13971",2013-07-01,"Macedon","Victoria","Visiting",37.1142254
"13972",2013-10-01,"Macedon","Victoria","Visiting",49.5578486
"13973",2014-01-01,"Macedon","Victoria","Visiting",38.0702511
"13974",2014-04-01,"Macedon","Victoria","Visiting",31.0714045
"13975",2014-07-01,"Macedon","Victoria","Visiting",28.765668
"13976",2014-10-01,"Macedon","Victoria","Visiting",45.0264926
"13977",2015-01-01,"Macedon","Victoria","Visiting",38.2162149
"13978",2015-04-01,"Macedon","Victoria","Visiting",24.7714464
"13979",2015-07-01,"Macedon","Victoria","Visiting",20.8754511
"13980",2015-10-01,"Macedon","Victoria","Visiting",22.2135301
"13981",2016-01-01,"Macedon","Victoria","Visiting",37.7329501
"13982",2016-04-01,"Macedon","Victoria","Visiting",43.4169247
"13983",2016-07-01,"Macedon","Victoria","Visiting",43.7198056
"13984",2016-10-01,"Macedon","Victoria","Visiting",37.8224062
"13985",1998-01-01,"Mackay","Queensland","Business",31.2518621
"13986",1998-04-01,"Mackay","Queensland","Business",30.1383171
"13987",1998-07-01,"Mackay","Queensland","Business",62.9328771
"13988",1998-10-01,"Mackay","Queensland","Business",35.4940138
"13989",1999-01-01,"Mackay","Queensland","Business",37.9832784
"13990",1999-04-01,"Mackay","Queensland","Business",68.6013574
"13991",1999-07-01,"Mackay","Queensland","Business",47.2289671
"13992",1999-10-01,"Mackay","Queensland","Business",21.6460304
"13993",2000-01-01,"Mackay","Queensland","Business",56.0942491
"13994",2000-04-01,"Mackay","Queensland","Business",13.4056838
"13995",2000-07-01,"Mackay","Queensland","Business",51.059781
"13996",2000-10-01,"Mackay","Queensland","Business",18.5966626
"13997",2001-01-01,"Mackay","Queensland","Business",39.3285923
"13998",2001-04-01,"Mackay","Queensland","Business",61.9649154
"13999",2001-07-01,"Mackay","Queensland","Business",42.0333752
"14000",2001-10-01,"Mackay","Queensland","Business",35.2829379
"14001",2002-01-01,"Mackay","Queensland","Business",57.140051
"14002",2002-04-01,"Mackay","Queensland","Business",47.5516527
"14003",2002-07-01,"Mackay","Queensland","Business",57.3709101
"14004",2002-10-01,"Mackay","Queensland","Business",54.1352843
"14005",2003-01-01,"Mackay","Queensland","Business",25.2439544
"14006",2003-04-01,"Mackay","Queensland","Business",29.0488752
"14007",2003-07-01,"Mackay","Queensland","Business",17.6662291
"14008",2003-10-01,"Mackay","Queensland","Business",41.4105758
"14009",2004-01-01,"Mackay","Queensland","Business",20.747497
"14010",2004-04-01,"Mackay","Queensland","Business",41.352698
"14011",2004-07-01,"Mackay","Queensland","Business",70.2914638
"14012",2004-10-01,"Mackay","Queensland","Business",28.3447713
"14013",2005-01-01,"Mackay","Queensland","Business",20.5383256
"14014",2005-04-01,"Mackay","Queensland","Business",57.1419526
"14015",2005-07-01,"Mackay","Queensland","Business",72.4592729
"14016",2005-10-01,"Mackay","Queensland","Business",77.015959
"14017",2006-01-01,"Mackay","Queensland","Business",46.543526
"14018",2006-04-01,"Mackay","Queensland","Business",42.100463
"14019",2006-07-01,"Mackay","Queensland","Business",37.960878
"14020",2006-10-01,"Mackay","Queensland","Business",70.21149
"14021",2007-01-01,"Mackay","Queensland","Business",51.1616534
"14022",2007-04-01,"Mackay","Queensland","Business",83.33497
"14023",2007-07-01,"Mackay","Queensland","Business",95.6317034
"14024",2007-10-01,"Mackay","Queensland","Business",35.1187197
"14025",2008-01-01,"Mackay","Queensland","Business",32.6108383
"14026",2008-04-01,"Mackay","Queensland","Business",46.9391362
"14027",2008-07-01,"Mackay","Queensland","Business",44.9674275
"14028",2008-10-01,"Mackay","Queensland","Business",44.1362324
"14029",2009-01-01,"Mackay","Queensland","Business",54.0795325
"14030",2009-04-01,"Mackay","Queensland","Business",56.5052091
"14031",2009-07-01,"Mackay","Queensland","Business",16.2989915
"14032",2009-10-01,"Mackay","Queensland","Business",80.7451965
